lit_id,lit_name,k_id,k_name
85056891474,Management of an outbreak of brucellosis in a multiple species ruminant farm in Malaysia,ruminantfarm,Ruminant farm
85045899073,Bio-composite hydrogels of cellulose and vulcanized natural rubber with nanointerconnected layers for reinforced water-retaining materials,biocompositehydrogel,Bio-composite hydrogel
85045899073,Bio-composite hydrogels of cellulose and vulcanized natural rubber with nanointerconnected layers for reinforced water-retaining materials,cellulose,Cellulose
85045899073,Bio-composite hydrogels of cellulose and vulcanized natural rubber with nanointerconnected layers for reinforced water-retaining materials,vulcanizednaturalrubber,Vulcanized natural rubber
85048422362,"Detection of Leishmania DNA in saliva among patients with HIV/AIDS in Trang Province, southern Thailand",dnainsaliva,DNA in saliva
85048422362,"Detection of Leishmania DNA in saliva among patients with HIV/AIDS in Trang Province, southern Thailand",leishmania,Leishmania
85048422362,"Detection of Leishmania DNA in saliva among patients with HIV/AIDS in Trang Province, southern Thailand",sensitivity,sensitivity
85153933579,Accuracy of placental growth factor alone or in combination with soluble fms-like tyrosine kinase-1 or maternal factors in detecting preeclampsia in asymptomatic women in the second and third trimesters: a systematic review and meta-analysis,sensitivity,sensitivity
85020257587,Alternative models and numerical simulations of rarefied gas flow in vacuum systems,leak,Leak
85020257587,Alternative models and numerical simulations of rarefied gas flow in vacuum systems,rarefiedgas,Rarefied gas
85020257587,Alternative models and numerical simulations of rarefied gas flow in vacuum systems,slipflow,Slip-flow
85020257587,Alternative models and numerical simulations of rarefied gas flow in vacuum systems,vacuum,Vacuum
85052488654,A spectroscopic study of indigo dye in aqueous solution: A combined experimental and TD-DFT study,dispersion,Dispersion
85052488654,A spectroscopic study of indigo dye in aqueous solution: A combined experimental and TD-DFT study,indigo,Indigo
85052488654,A spectroscopic study of indigo dye in aqueous solution: A combined experimental and TD-DFT study,tddft,TD-DFT
85052488654,A spectroscopic study of indigo dye in aqueous solution: A combined experimental and TD-DFT study,uvvisiblespectra,UV–Visible spectra
85046997256,Narrowing band gap energy of defective black TiO2 fabricated by solution plasma process and its photocatalytic activity on glycerol transformation,blacktio2,Black TiO2
85120907790,A factorial experimental design approach to obtain defect-rich black TiO2 for photocatalytic dye degradation,blacktio2,Black TiO2
85046997256,Narrowing band gap energy of defective black TiO2 fabricated by solution plasma process and its photocatalytic activity on glycerol transformation,glyceroltransformation,Glycerol transformation
85046997256,Narrowing band gap energy of defective black TiO2 fabricated by solution plasma process and its photocatalytic activity on glycerol transformation,opticalproperty,Optical property
85046997256,Narrowing band gap energy of defective black TiO2 fabricated by solution plasma process and its photocatalytic activity on glycerol transformation,solutionplasma,Solution plasma
85050922078,Universum Selection for Boosting the Performance of Multiclass Support Vector Machines Based on One-versus-One Strategy,multiclassclassification,multi-class classification
85050922078,Universum Selection for Boosting the Performance of Multiclass Support Vector Machines Based on One-versus-One Strategy,oneversusone,one-versus-one
85050922078,Universum Selection for Boosting the Performance of Multiclass Support Vector Machines Based on One-versus-One Strategy,supportvectormachinesvm,Support vector machine (SVM)
85050922078,Universum Selection for Boosting the Performance of Multiclass Support Vector Machines Based on One-versus-One Strategy,universumsupportvectormachineusvm,Universum support vector machine (USVM)
85050399858,Characteristics of curcumin-loaded bacterial cellulose films and anticancer properties against malignant melanoma skin cancer cells,absorption,Absorption
85137419881,Comprehensive mass transfer analysis of CO2 absorption in high potential ternary AMP-PZ-MEA solvent using three-level factorial design,absorption,Absorption
85050399858,Characteristics of curcumin-loaded bacterial cellulose films and anticancer properties against malignant melanoma skin cancer cells,malignantmelanoma,Malignant melanoma
85050399858,Characteristics of curcumin-loaded bacterial cellulose films and anticancer properties against malignant melanoma skin cancer cells,release,Release
85050399858,Characteristics of curcumin-loaded bacterial cellulose films and anticancer properties against malignant melanoma skin cancer cells,skincancer,Skin cancer
85044946324,Mediation analysis of systemic inflammation on the association between periodontitis and glycaemic status,creactiveprotein,C-reactive protein
85044946324,Mediation analysis of systemic inflammation on the association between periodontitis and glycaemic status,impairedfastingglucose,impaired fasting glucose
85044946324,Mediation analysis of systemic inflammation on the association between periodontitis and glycaemic status,neutrophillymphocyteratio,neutrophil–lymphocyte ratio
85044946324,Mediation analysis of systemic inflammation on the association between periodontitis and glycaemic status,plateletlymphocyteratio,platelet–lymphocyte ratio
85044946324,Mediation analysis of systemic inflammation on the association between periodontitis and glycaemic status,whitebloodcellcount,white blood cell count
85063505074,Finding impact factors for rejection of pull requests on GitHub,ansible,Ansible
85063505074,Finding impact factors for rejection of pull requests on GitHub,associationrules,Association rules
85063505074,Finding impact factors for rejection of pull requests on GitHub,github,GitHub
85063505074,Finding impact factors for rejection of pull requests on GitHub,pullrequest,Pull Request
85045713038,"Bioinformatics characterization of a cathepsin B transcript from the giant river prawn, Macrobrachium rosenbergii: Homology modeling and expression analysis after Aeromonas hydrophila infection",454pyrosequencing,454 pyrosequencing
85045713038,"Bioinformatics characterization of a cathepsin B transcript from the giant river prawn, Macrobrachium rosenbergii: Homology modeling and expression analysis after Aeromonas hydrophila infection",ctsb,CTSB
85045713038,"Bioinformatics characterization of a cathepsin B transcript from the giant river prawn, Macrobrachium rosenbergii: Homology modeling and expression analysis after Aeromonas hydrophila infection",homologymodeling,Homology modeling
85045713038,"Bioinformatics characterization of a cathepsin B transcript from the giant river prawn, Macrobrachium rosenbergii: Homology modeling and expression analysis after Aeromonas hydrophila infection",lysosomalprotease,Lysosomal protease
85050968237,Effect of Surface Tungstate W5+ Species on the Metathesis Activity of W-Doped Spherical Silica Catalysts,sphericalsilica,Spherical silica
85050968237,Effect of Surface Tungstate W5+ Species on the Metathesis Activity of W-Doped Spherical Silica Catalysts,tungstatew5+species,Tungstate W5+ species
85050968237,Effect of Surface Tungstate W5+ Species on the Metathesis Activity of W-Doped Spherical Silica Catalysts,tungstendopedsilica,Tungsten-doped silica
85049964164,Update on the pathophysiology and management of anorectal disorders,defecation,Defecation
85049964164,Update on the pathophysiology and management of anorectal disorders,pelvicfloor,Pelvic floor
85049964164,Update on the pathophysiology and management of anorectal disorders,rectaldiseases,Rectal diseases
85055613453,The effect of polymyxin B hemoperfusion on modulation of human leukocyte antigen DR in severe sepsis patients,immunoparalysis,Immunoparalysis
85055613453,The effect of polymyxin B hemoperfusion on modulation of human leukocyte antigen DR in severe sepsis patients,polymyxinbhemoperfusion,Polymyxin B hemoperfusion
85055613453,The effect of polymyxin B hemoperfusion on modulation of human leukocyte antigen DR in severe sepsis patients,severesepsis/septicshock,Severe sepsis/septic shock
85041721735,Biosorption of heavy metals by obligate halophilic fungi,bioremediation,Bioremediation
85141740767,Biodegradation of petroleum oil using a constructed nonpathogenic and heavy metal-tolerant bacterial consortium isolated from marine sponges,bioremediation,Bioremediation
85041721735,Biosorption of heavy metals by obligate halophilic fungi,biosorption,Biosorption
85041721735,Biosorption of heavy metals by obligate halophilic fungi,environmentalbiotechnology,Environmental biotechnology
85041721735,Biosorption of heavy metals by obligate halophilic fungi,extremophilicmicrobes,Extremophilic microbes
85041721735,Biosorption of heavy metals by obligate halophilic fungi,halophilicfungi,Halophilic fungi
85056200000,The metal kiln with heat distribution pipes for high quality charcoal and wood vinegar production,bamboo,Bamboo
85056200000,The metal kiln with heat distribution pipes for high quality charcoal and wood vinegar production,charcoalproduction,Charcoal production
85056200000,The metal kiln with heat distribution pipes for high quality charcoal and wood vinegar production,metalkiln,Metal kiln
85056200000,The metal kiln with heat distribution pipes for high quality charcoal and wood vinegar production,woodvinegar,Wood vinegar
85055988463,"Molecular identification, L-lactic acid production, and antibacterial activity of Bacillus strains isolated from soils",bacillus,Bacillus
85156158015,Identification and Optimisation of Indole-3-Acetic Acid Production of Endophytic Bacteria and Their Effects on Plant Growth,bacillus,Bacillus
85055988463,"Molecular identification, L-lactic acid production, and antibacterial activity of Bacillus strains isolated from soils",lacticacid,Lactic acid
